classificacao_acidente,fase_dia,condicao_metereologica,tracado_via,tipo_veiculo,idade,km
Com Vítimas Fatais,Pleno dia,Nublado,Reta,Micro-ônibus,"0,5429","0,1077"
Com Vítimas Feridas,Plena Noite,Nublado,Reta,Motocicleta,"0,2571","0,5889"
Com Vítimas Feridas,Anoitecer,Chuva,Reta,Camioneta,0,"0,344"
Com Vítimas Feridas,Anoitecer,Chuva,Reta,Camioneta,"0,3571","0,344"
Com Vítimas Feridas,Anoitecer,Chuva,Reta,Camioneta,"0,0857","0,344"
Com Vítimas Feridas,Anoitecer,Chuva,Reta,Camioneta,"0,4429","0,8525"
Com Vítimas Feridas,Anoitecer,Chuva,Reta,Camioneta,"0,0286","0,8525"
Sem Vítimas,Plena Noite,Céu Claro,Curva,Automóvel,"0,3286","0,6268"
Com Vítimas Feridas,Pleno dia,Céu Claro,Interseção de Vias,Automóvel,"0,6143","0,115"
Com Vítimas Feridas,Pleno dia,Céu Claro,Interseção de Vias,Caminhonete,"0,4714","0,115"
Com Vítimas Feridas,Pleno dia,Céu Claro,Interseção de Vias,Caminhonete,"0,3286","0,115"
Com Vítimas Feridas,Plena Noite,Vento,Reta,Automóvel,"0,3286","0,5757"
Com Vítimas Feridas,Plena Noite,Vento,Reta,Motocicleta,"0,1714","0,5757"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhonete,"0,2571","0,4403"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhonete,"0,3286","0,4403"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,0714","0,545"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,7286","0,545"
Com Vítimas Feridas,Plena Noite,Céu Claro,Interseção de Vias,Automóvel,"0,5429","0,6178"
Com Vítimas Feridas,Pleno dia,Nublado,Curva,Motocicleta,"0,1857","0,6166"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Automóvel,"0,2429","0,6208"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,3714","0,6299"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,2571","0,6299"
Com Vítimas Feridas,Pleno dia,Sol,Curva,Automóvel,"0,1571","0,5366"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Automóvel,"0,5571","0,4412"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Automóvel,"0,7286","0,4412"
Com Vítimas Feridas,Pleno dia,Céu Claro,Em Obras,Automóvel,"0,1","0,6205"
Com Vítimas Feridas,Pleno dia,Chuva,Reta,Automóvel,"0,2286","0,5998"
Com Vítimas Feridas,Anoitecer,Nublado,Reta,Automóvel,"0,4286","0,7623"
Com Vítimas Feridas,Anoitecer,Nublado,Reta,Automóvel,"0,3571","0,7623"
Com Vítimas Feridas,Plena Noite,Nublado,Curva,Caminhonete,"0,4","0,8101"
Com Vítimas Feridas,Plena Noite,Nublado,Curva,Caminhonete,"0,4714","0,8101"
Com Vítimas Feridas,Plena Noite,Nublado,Curva,Caminhonete,"0,6143","0,8101"
Com Vítimas Feridas,Plena Noite,Nublado,Curva,Caminhonete,"0,5286","0,8101"
Com Vítimas Feridas,Anoitecer,Céu Claro,Viaduto,Caminhonete,"0,2857","0,6238"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,3143","0,5772"
Com Vítimas Feridas,Pleno dia,Sol,Curva,Motocicleta,"0,1286","0,6151"
Com Vítimas Fatais,Pleno dia,Céu Claro,Aclive,Motocicleta,"0,4714","0,0475"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhonete,"0,1286","0,5459"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,3286","0,5459"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,3714","0,5459"
Com Vítimas Feridas,Pleno dia,Céu Claro,Em Obras,Motocicleta,"0,3","0,6058"
Com Vítimas Feridas,Pleno dia,Céu Claro,Em Obras,Automóvel,"0,6286","0,6058"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,0429","0,681"
Com Vítimas Feridas,Pleno dia,Chuva,Reta,Automóvel,"0,1286","0,8953"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Utilitário,"0,7143","0,1333"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Utilitário,"0,6714","0,1333"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Automóvel,"0,3286","0,6082"
Com Vítimas Feridas,Pleno dia,Céu Claro,Declive,Caminhonete,"0,0286","0,8646"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Automóvel,"0,5286","0,7924"
Com Vítimas Fatais,Pleno dia,Garoa/Chuvisco,Reta,Caminhonete,"0,7","0,5005"
Com Vítimas Fatais,Pleno dia,Garoa/Chuvisco,Reta,Caminhonete,"0,7571","0,5005"
Sem Vítimas,Plena Noite,Céu Claro,Viaduto,Automóvel,"0,6714","0,6193"
Sem Vítimas,Plena Noite,Céu Claro,Viaduto,Ônibus,"0,6571","0,6193"
Com Vítimas Feridas,Pleno dia,Sol,Desvio Temporário,Automóvel,"0,4","0,594"
Com Vítimas Feridas,Pleno dia,Sol,Desvio Temporário,Motocicleta,"0,3143","0,594"
Com Vítimas Feridas,Pleno dia,Sol,Desvio Temporário,Motocicleta,"0,1571","0,594"
Com Vítimas Feridas,Pleno dia,Sol,Desvio Temporário,Motocicleta,"0,1","0,594"
Com Vítimas Fatais,Pleno dia,Nublado,Reta,Automóvel,"0,2143","0,1791"
Com Vítimas Fatais,Pleno dia,Nublado,Reta,Automóvel,"0,3714","0,1791"
Sem Vítimas,Pleno dia,Céu Claro,Curva,Caminhonete,"0,6857","0,9895"
Sem Vítimas,Pleno dia,Céu Claro,Curva,Automóvel,"0,4571","0,9895"
Com Vítimas Feridas,Pleno dia,Céu Claro,Viaduto,Automóvel,1,"0,5727"
Com Vítimas Feridas,Pleno dia,Céu Claro,Viaduto,Bicicleta,"0,2571","0,5727"
Com Vítimas Feridas,Plena Noite,Nublado,Reta,Automóvel,"0,1143","0,8194"
Com Vítimas Feridas,Pleno dia,Nublado,Reta,Caminhonete,"0,7143","0,675"
Com Vítimas Fatais,Plena Noite,Chuva,Reta,Caminhonete,"0,7286","0,6028"
Com Vítimas Feridas,Pleno dia,Chuva,Curva,Automóvel,"0,3143","0,7418"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Automóvel,"0,3","0,6299"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhonete,"0,5429","0,5883"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhonete,"0,6143","0,5883"
Com Vítimas Feridas,Plena Noite,Chuva,Declive,Utilitário,"0,7143","0,0761"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,1","0,6539"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,2143","0,6539"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,4857","0,5937"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,0857","0,5937"
Com Vítimas Feridas,Anoitecer,Céu Claro,Reta,Automóvel,"0,2286","0,3951"
Com Vítimas Feridas,Anoitecer,Céu Claro,Reta,Automóvel,"0,2143","0,3951"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,5714","0,5937"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,0857","0,5937"
Com Vítimas Feridas,Pleno dia,Nublado,Interseção de Vias,Motocicleta,"0,1429","0,6199"
Com Vítimas Feridas,Pleno dia,Nublado,Curva,Motocicleta,"0,2","0,6058"
Com Vítimas Feridas,Pleno dia,Nublado,Curva,Motocicleta,"0,1429","0,6058"
Sem Vítimas,Plena Noite,Ignorado,Reta,Automóvel,"0,1857","0,099"
Sem Vítimas,Plena Noite,Ignorado,Reta,Automóvel,"0,4571","0,099"
Com Vítimas Feridas,Pleno dia,Nublado,Reta,Automóvel,"0,2","0,0138"
Com Vítimas Feridas,Pleno dia,Nublado,Reta,Automóvel,"0,3429","0,0138"
Com Vítimas Feridas,Pleno dia,Nublado,Reta,Automóvel,"0,6429","0,0138"
Com Vítimas Feridas,Pleno dia,Nublado,Reta,Automóvel,"0,6714","0,0138"
Com Vítimas Feridas,Pleno dia,Nublado,Reta,Caminhonete,"0,7857","0,0138"
Com Vítimas Feridas,Pleno dia,Nublado,Reta,Motocicleta,"0,2143","0,6028"
Sem Vítimas,Plena Noite,Céu Claro,Aclive,Automóvel,"0,2143","0,6548"
Sem Vítimas,Pleno dia,Chuva,Reta,Automóvel,"0,0571","0,6353"
Sem Vítimas,Plena Noite,Nublado,Aclive,Ônibus,"0,4714","0,681"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,6286","0,115"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,2143","0,115"
Com Vítimas Feridas,Anoitecer,Chuva,Curva,Motocicleta,"0,3857","0,6178"
Com Vítimas Feridas,Plena Noite,Céu Claro,Aclive,Automóvel,"0,2714","0,9525"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,1143","0,0912"
Com Vítimas Feridas,Pleno dia,Chuva,Reta,Automóvel,"0,9143","0,2678"
Com Vítimas Feridas,Pleno dia,Chuva,Reta,Automóvel,"0,4571","0,2678"
Com Vítimas Feridas,Pleno dia,Chuva,Reta,Automóvel,"0,3571","0,2678"
Com Vítimas Feridas,Pleno dia,Chuva,Reta,Automóvel,0,"0,2678"
Com Vítimas Fatais,Pleno dia,Nublado,Aclive,Caminhonete,"0,5571","0,5441"
Com Vítimas Feridas,Plena Noite,Nublado,Declive,Micro-ônibus,"0,8143","0,659"
Com Vítimas Feridas,Plena Noite,Nublado,Declive,Micro-ônibus,"0,3143","0,659"
Com Vítimas Feridas,Pleno dia,Nublado,Reta,Automóvel,"0,0429","0,6359"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Caminhonete,"0,1429","0,7912"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Micro-ônibus,"0,2857","0,7912"
Com Vítimas Feridas,Plena Noite,Nublado,Reta,Automóvel,"0,0571","0,6031"
Com Vítimas Feridas,Plena Noite,Nublado,Reta,Automóvel,"0,0429","0,6031"
Com Vítimas Feridas,Plena Noite,Nublado,Reta,Automóvel,"0,0714","0,6031"
Com Vítimas Feridas,Plena Noite,Nublado,Reta,Automóvel,"0,0571","0,5757"
Com Vítimas Feridas,Plena Noite,Nublado,Reta,Automóvel,"0,0429","0,5757"
Com Vítimas Feridas,Plena Noite,Nublado,Reta,Caminhonete,"0,2857","0,5757"
Com Vítimas Feridas,Plena Noite,Nublado,Reta,Caminhonete,"0,0143","0,5757"
Com Vítimas Feridas,Plena Noite,Nublado,Reta,Caminhonete,"0,1286","0,5757"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,2714","0,6178"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,7286","0,6178"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,1143","0,6178"
Com Vítimas Feridas,Amanhecer,Nublado,Declive,Automóvel,"0,2571","0,5336"
Sem Vítimas,Plena Noite,Céu Claro,Reta,Automóvel,"0,4","0,5697"
Sem Vítimas,Plena Noite,Céu Claro,Reta,Automóvel,"0,3857","0,5697"
Sem Vítimas,Plena Noite,Céu Claro,Reta,Caminhonete,"0,5286","0,5697"
Sem Vítimas,Plena Noite,Céu Claro,Reta,Caminhonete,"0,3857","0,5697"
Com Vítimas Feridas,Pleno dia,Céu Claro,Declive,Automóvel,"0,3429","0,6088"
Com Vítimas Feridas,Pleno dia,Céu Claro,Declive,Motocicleta,"0,1286","0,6088"
Com Vítimas Feridas,Amanhecer,Céu Claro,Reta,Automóvel,"0,3","0,5907"
Com Vítimas Feridas,Amanhecer,Céu Claro,Reta,Motocicleta,"0,1714","0,5907"
Com Vítimas Feridas,Amanhecer,Céu Claro,Reta,Motocicleta,"0,1286","0,5907"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhonete,"0,7571","0,0069"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhonete,"0,7857","0,0069"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhonete,"0,5714","0,0069"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,2429","0,4649"
Com Vítimas Feridas,Pleno dia,Nublado,Reta,Caminhonete,"0,2","0,4899"
Com Vítimas Feridas,Pleno dia,Sol,Retorno Regulamentado,Automóvel,"0,8429","0,6539"
Com Vítimas Feridas,Pleno dia,Sol,Retorno Regulamentado,Automóvel,"0,5","0,6539"
Com Vítimas Feridas,Pleno dia,Sol,Retorno Regulamentado,Automóvel,"0,1286","0,6539"
Com Vítimas Feridas,Pleno dia,Sol,Retorno Regulamentado,Automóvel,"0,5143","0,6539"
Com Vítimas Feridas,Pleno dia,Sol,Retorno Regulamentado,Automóvel,"0,7714","0,6359"
Com Vítimas Feridas,Pleno dia,Sol,Retorno Regulamentado,Caminhonete,"0,5714","0,6359"
Com Vítimas Feridas,Anoitecer,Chuva,Reta,Caminhonete,"0,2714","0,4643"
Com Vítimas Feridas,Anoitecer,Chuva,Reta,Automóvel,"0,1143","0,4643"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motoneta,"0,3857","0,6148"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motoneta,"0,0571","0,6148"
Com Vítimas Feridas,Pleno dia,Céu Claro,Interseção de Vias,Automóvel,"0,2714","0,1207"
Com Vítimas Feridas,Pleno dia,Céu Claro,Interseção de Vias,Automóvel,"0,1286","0,1207"
Com Vítimas Feridas,Pleno dia,Céu Claro,Interseção de Vias,Automóvel,"0,1429","0,1207"
Com Vítimas Feridas,Pleno dia,Céu Claro,Interseção de Vias,Automóvel,"0,2571","0,1207"
Com Vítimas Feridas,Pleno dia,Céu Claro,Interseção de Vias,Automóvel,"0,3286","0,1207"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Automóvel,"0,2857","0,5636"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Automóvel,"0,2143","0,5636"
Com Vítimas Feridas,Pleno dia,Nublado,Curva,Caminhonete,"0,4","0,9362"
Com Vítimas Feridas,Pleno dia,Nublado,Curva,Caminhonete,"0,2571","0,9362"
Com Vítimas Feridas,Pleno dia,Nublado,Declive,Motocicleta,"0,2143","0,6256"
Com Vítimas Feridas,Pleno dia,Nublado,Declive,Motocicleta,"0,2857","0,6256"
Com Vítimas Feridas,Amanhecer,Céu Claro,Interseção de Vias,Caminhonete,"0,3714","0,3951"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,2571","0,613"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,2143","0,613"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Motocicleta,"0,2286","0,5555"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Motocicleta,"0,4286","0,5555"
Sem Vítimas,Plena Noite,Céu Claro,Interseção de Vias,Automóvel,"0,4429","0,6157"
Sem Vítimas,Plena Noite,Céu Claro,Interseção de Vias,Automóvel,"0,1571","0,6157"
Com Vítimas Feridas,Amanhecer,Céu Claro,Reta,Motocicleta,"0,5429","0,6419"
Com Vítimas Feridas,Amanhecer,Céu Claro,Reta,Motocicleta,"0,3143","0,6419"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhonete,"0,8571","0,8194"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhonete,"0,7286","0,8194"
Com Vítimas Feridas,Amanhecer,Céu Claro,Curva,Automóvel,"0,5714","0,6148"
Com Vítimas Feridas,Amanhecer,Céu Claro,Curva,Motocicleta,"0,2571","0,6148"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Motocicleta,"0,2286","0,9789"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Automóvel,"0,5","0,9789"
Com Vítimas Feridas,Pleno dia,Nublado,Reta,Motoneta,"0,1286","0,6088"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Motocicleta,"0,1714","0,5667"
Sem Vítimas,Plena Noite,Céu Claro,Aclive,Automóvel,"0,3571","0,2236"
Sem Vítimas,Plena Noite,Céu Claro,Aclive,Ônibus,"0,3143","0,2236"
Sem Vítimas,Pleno dia,Chuva,Declive,Caminhão,"0,2571","0,0611"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Caminhão,"0,5","0,5998"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Caminhão-trator,"0,4857","0,7502"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Caminhão-trator,"0,5286","0,7502"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Caminhão-trator,"0,4714","0,6314"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Caminhão,"0,4571","0,6314"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Caminhão,"0,0714","0,6314"
Sem Vítimas,Plena Noite,Céu Claro,Reta,Caminhão-trator,"0,5857","0,8465"
Com Vítimas Fatais,Amanhecer,Céu Claro,Reta,Caminhão-trator,"0,2286","0,2206"
Sem Vítimas,Anoitecer,Céu Claro,Interseção de Vias,Caminhão-trator,"0,4714","0,0346"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Caminhão,"0,5714","0,2055"
Sem Vítimas,Amanhecer,Céu Claro,Reta,Caminhão-trator,"0,2","0,693"
Sem Vítimas,Plena Noite,Vento,Reta,Caminhão-trator,"0,2571","0,5378"
Sem Vítimas,Plena Noite,Céu Claro,Declive,Caminhão-trator,"0,3","0,7292"
Sem Vítimas,Pleno dia,Chuva,Curva,Caminhão,"0,6143","0,3861"
Sem Vítimas,Pleno dia,Chuva,Curva,Caminhão,"0,0429","0,3861"
Sem Vítimas,Pleno dia,Chuva,Curva,Caminhão,"0,0857","0,3861"
Sem Vítimas,Pleno dia,Chuva,Curva,Caminhão,"0,2571","0,3861"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Caminhão-trator,"0,1714","0,1694"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Caminhão,"0,5429","0,1694"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhão,"0,3","0,6991"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Caminhão-trator,"0,3429","0,7268"
Sem Vítimas,Amanhecer,Céu Claro,Reta,Caminhão,"0,1571","0,2654"
Sem Vítimas,Amanhecer,Céu Claro,Reta,Caminhão,"0,2857","0,2654"
Sem Vítimas,Amanhecer,Céu Claro,Reta,Caminhão,"0,7","0,2654"
Com Vítimas Fatais,Pleno dia,Céu Claro,Interseção de Vias,Caminhão-trator,"0,4","0,3109"
Com Vítimas Feridas,Plena Noite,Céu Claro,Aclive,Caminhão,"0,5429","0,666"
Com Vítimas Feridas,Plena Noite,Ignorado,Retorno Regulamentado,Caminhão,"0,4429","0,7262"
Com Vítimas Feridas,Plena Noite,Céu Claro,Aclive,Caminhão-trator,"0,3714","0,2212"
Com Vítimas Feridas,Plena Noite,Céu Claro,Aclive,Caminhão-trator,"0,2714","0,2212"
Sem Vítimas,Plena Noite,Nublado,Curva,Caminhão-trator,"0,3429","0,7391"
Com Vítimas Feridas,Plena Noite,Céu Claro,Declive,Caminhão-trator,"0,5286","0,675"
Com Vítimas Fatais,Plena Noite,Céu Claro,Curva,Caminhão-trator,"0,2429","0,1517"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Caminhão-trator,"0,3","0,8215"
Sem Vítimas,Plena Noite,Nublado,Aclive,Caminhão-trator,"0,3429","0,7141"
Sem Vítimas,Plena Noite,Nublado,Aclive,Caminhão-trator,"0,3143","0,7141"
Com Vítimas Feridas,Amanhecer,Céu Claro,Reta,Caminhão,"0,5143","0,8345"
Com Vítimas Feridas,Pleno dia,Céu Claro,Aclive,Caminhão-trator,"0,3857","0,8525"
Com Vítimas Fatais,Pleno dia,Chuva,Curva,Caminhão-trator,"0,3429","0,1721"
Com Vítimas Feridas,Pleno dia,Chuva,Reta,Caminhão-trator,"0,5714","0,5697"
Com Vítimas Feridas,Pleno dia,Chuva,Declive,Caminhão,"0,6429","0,0731"
Com Vítimas Feridas,Pleno dia,Chuva,Declive,Caminhão,"0,0286","0,0731"
Com Vítimas Feridas,Pleno dia,Chuva,Declive,Caminhão,"0,4","0,0731"
Com Vítimas Feridas,Pleno dia,Nublado,Aclive,Caminhão-trator,"0,5857","0,1544"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Caminhão-trator,"0,3857","0,6028"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Caminhão,"0,2286","0,6479"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Caminhão-trator,"0,4143","0,6479"
Com Vítimas Fatais,Pleno dia,Chuva,Declive,Caminhão,"0,6714","0,9353"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Caminhão-trator,"0,6","0,693"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Caminhão-trator,"0,4","0,693"
Com Vítimas Feridas,Pleno dia,Chuva,Curva,Caminhão,"0,2143","0,6299"
Com Vítimas Feridas,Pleno dia,Chuva,Curva,Caminhão,"0,2","0,6299"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhão,"0,4429","0,6178"
Com Vítimas Feridas,Pleno dia,Céu Claro,Curva,Caminhão-trator,"0,2286","0,6268"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Caminhão-trator,"0,5857","0,1122"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Caminhão-trator,"0,5857","0,9633"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Caminhão-trator,"0,6286","0,9633"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Caminhão-trator,"0,6143","0,0942"
Com Vítimas Feridas,Plena Noite,Céu Claro,Retorno Regulamentado,Caminhão,"0,4143","0,6545"
Com Vítimas Fatais,Pleno dia,Céu Claro,Reta,Caminhão,"0,3143","0,9789"
Com Vítimas Fatais,Pleno dia,Céu Claro,Reta,Caminhão,"0,0857","0,9789"
Sem Vítimas,Amanhecer,Vento,Interseção de Vias,Caminhão-trator,"0,2286","0,7141"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhão-trator,"0,3571","0,4794"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Caminhão,"0,2714","0,5952"
Sem Vítimas,Anoitecer,Céu Claro,Aclive,Caminhão-trator,"0,3286","0,1995"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Caminhão-trator,"0,6143","0,5727"
Com Vítimas Feridas,Amanhecer,Céu Claro,Declive,Caminhão-trator,"0,2571","0,5411"
Com Vítimas Feridas,Amanhecer,Céu Claro,Declive,Caminhão-trator,"0,4714","0,5411"
Sem Vítimas,Plena Noite,Céu Claro,Rotatória,Caminhão-trator,"0,7","0,1514"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhão-trator,"0,3714","0,5113"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Caminhão-trator,"0,3286","0,6115"
Sem Vítimas,Pleno dia,Céu Claro,Aclive,Caminhão-trator,"0,3857","0,656"
Sem Vítimas,Pleno dia,Céu Claro,Aclive,Caminhão-trator,"0,2857","0,656"
Sem Vítimas,Pleno dia,Céu Claro,Ponte,Caminhão,"0,4","0,04"
Com Vítimas Feridas,Amanhecer,Céu Claro,Curva,Caminhão,"0,2714","0,4102"
Com Vítimas Feridas,Amanhecer,Céu Claro,Curva,Caminhão-trator,"0,5714","0,4102"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhão,"0,1714","0,1071"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhão-trator,"0,4571",1
Com Vítimas Feridas,Pleno dia,Céu Claro,Rotatória,Caminhão,"0,1286","0,6154"
Com Vítimas Fatais,Plena Noite,Céu Claro,Curva,Caminhão-trator,"0,7","0,2001"
Com Vítimas Fatais,Plena Noite,Céu Claro,Curva,Caminhão-trator,"0,3","0,5299"
Com Vítimas Fatais,Plena Noite,Céu Claro,Curva,Caminhão-trator,"0,6571","0,5299"
Com Vítimas Fatais,Plena Noite,Céu Claro,Curva,Caminhão-trator,"0,5714","0,5299"
Sem Vítimas,Plena Noite,Céu Claro,Ponte,Caminhão-trator,"0,6143","0,5275"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhão,"0,2143","0,4523"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhão-trator,"0,4143","0,4523"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhão,"0,3","0,4523"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Caminhão-trator,"0,3429","0,6046"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Caminhão-trator,"0,1286","0,6046"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhão-trator,"0,5","0,2296"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Caminhão-trator,"0,2","0,7201"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhão-trator,"0,5429","0,997"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhão-trator,"0,2286","0,997"
Com Vítimas Feridas,Amanhecer,Céu Claro,Reta,Caminhão-trator,"0,2857","0,5757"
Com Vítimas Feridas,Pleno dia,Céu Claro,Declive,Caminhão-trator,"0,3","0,2055"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhão-trator,"0,2429","0,5095"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhão-trator,"0,2714","0,4406"
Com Vítimas Feridas,Plena Noite,Nublado,Curva,Caminhão-trator,"0,2429","0,6765"
Com Vítimas Fatais,Plena Noite,Céu Claro,Reta,Caminhão-trator,"0,6143","0,6545"
Sem Vítimas,Plena Noite,Céu Claro,Reta,Caminhão,"0,1286","0,7352"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhão,"0,3571","0,8872"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhão,"0,2857","0,8872"
Com Vítimas Feridas,Pleno dia,Céu Claro,Declive,Caminhão-trator,"0,1","0,8044"
Sem Vítimas,Plena Noite,Céu Claro,Reta,Caminhão-trator,"0,5143","0,2236"
Sem Vítimas,Pleno dia,Céu Claro,Declive,Caminhão-trator,"0,4429","0,5456"
Com Vítimas Fatais,Pleno dia,Céu Claro,Reta,Caminhão-trator,"0,4286","0,2928"
Com Vítimas Fatais,Pleno dia,Céu Claro,Reta,Caminhão-trator,"0,3286","0,2928"
Com Vítimas Feridas,Pleno dia,Céu Claro,Curva,Caminhão-trator,"0,5","0,7111"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Caminhão-trator,"0,4286","0,48"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Caminhão-trator,"0,2714","0,48"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Caminhão-trator,"0,5571","0,48"
Com Vítimas Feridas,Pleno dia,Nublado,Aclive,Caminhão,"0,4","0,4728"
Com Vítimas Feridas,Pleno dia,Sol,Interseção de Vias,Caminhão-trator,"0,3429","0,3085"
Sem Vítimas,Pleno dia,Sol,Aclive,Caminhão-trator,"0,3857","0,5961"
Sem Vítimas,Pleno dia,Sol,Aclive,Caminhão,"0,1429","0,5961"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Caminhão-trator,"0,3571","0,341"
